Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
1.70,0,0.3532960819771802288939258456,0.35329608197718,0.35329608197718,0.35329608197718,0.35329608197718,0,0,0,0,3.2721948898279536042788218732,7.179114,15.038105215936564347862126501,66190530
1.71,0,0.3520848014985003410496757416,0.3520848014985,0.3520848014985,0.3520848014985,0.3520848014985,0,0,0,0,3.2698294459714667866533155888,7.181422,15.013345977286276988572852036,66579880
1.72,0,0.3508787684468909013236533990,0.350878768446891,0.350878768446891,0.350878768446891,0.350878768446891,0,0,0,0,3.2674147354623514014235070229,7.183694,14.988644642449384156628306916,66969240
1.73,0,0.3496780740261868674480535567,0.349678074026187,0.349678074026187,0.349678074026187,0.349678074026187,0,0,0,0,3.2649512490201445837980007385,7.185932,14.964000346488072064068505119,67358600
1.74,0,0.3484825595467403684320095897,0.34848255954674,0.34848255954674,0.34848255954674,0.34848255954674,0,0,0,0,3.2624394996242106041940058528,7.188136,14.939410753293803042452453332,67747950
1.75,0,0.3472923526622216497996484566,0.347292352662222,0.347292352662222,0.347292352662222,0.347292352662222,0,0,0,0,3.259879966083663786568499568,7.190304,14.914872180170594833177452593,68137300
1.76,0,0.3461071812732484848090670819,0.346107181273248,0.346107181273248,0.346107181273248,0.346107181273248,0,0,0,0,3.2592219945592784013386910035,7.202628,14.893155326360786406170997471,68526660
1.77,0,0.3449271672120167599615580373,0.344927167212017,0.344927167212017,0.344927167212017,0.344927167212017,0,0,0,0,3.265469067893593016108882438,7.251262,14.881601701093791919916293035,68916020
1.78,0,0.3437522305777640362720455418,0.343752230577764,0.343752230577764,0.343752230577764,0.343752230577764,0,0,0,0,3.2716460273186461984833761523,7.299739,14.87043804604924919668696168,69305380
1.79,0,0.3425824234424879690471457423,0.342582423442488,0.342582423442488,0.342582423442488,0.342582423442488,0,0,0,0,3.277754064040610813253567588,7.348064,14.859657813821431209144264815,69694730
1.80,0,0.3414175625895008821078632701,0.341417562589501,0.341417562589501,0.341417562589501,0.341417562589501,0,0,0,0,3.2837939333857439956280613025,7.396239,14.849253518156904136486660468,70084090
1.81,0,0.3402577621989362408179113549,0.340257762198936,0.340257762198936,0.340257762198936,0.340257762198936,0,0,0,0,3.2897666613384972047724390571,7.444268,14.83921872703882144764019214,70473440
1.82,0,0.3391029894306195365616739930,0.33910298943062,0.33910298943062,0.33910298943062,0.33910298943062,0,0,0,0,3.295673121960600387146932772,7.492153,14.829546109441160508033523501,70862800
1.83,0,0.3379531169551255300840993934,0.337953116955126,0.337953116955126,0.337953116955126,0.337953116955126,0,0,0,0,3.3015143169674150019171242072,7.539899,14.820230456992734944405880215,71252160
1.84,0,0.3368081575222713478930079769,0.336808157522271,0.336808157522271,0.336808157522271,0.336808157522271,0,0,0,0,3.3072906846736781842916179211,7.587504,14.811262857552827705037789585,71641510
1.85,0,0.3356680488291953410959406403,0.335668048829195,0.335668048829195,0.335668048829195,0.335668048829195,0,0,0,0,3.3130033452725727990618093565,7.634977,14.802641173245277708003542379,72030870
1.86,0,0.3345327956186532122549649893,0.334532795618653,0.334532795618653,0.334532795618653,0.334532795618653,0,0,0,0,3.3186531308931488194578144714,7.682316,14.794355992608797155822406065,72420220
1.87,0,0.3334023759288295235915735250,0.33340237592883,0.33340237592883,0.33340237592883,0.33340237592883,0,0,0,0,3.3242405917390420018323081868,7.729527,14.786404586181850955626388939,72809580
1.88,0,0.3322767830462802095582028103,0.33227678304628,0.33227678304628,0.33227678304628,0.33227678304628,0,0,0,0,3.3297665429351151842068019008,7.77661,14.77877938315195839180521554,73198940
1.89,0,0.3311559703257968616829674243,0.331155970325797,0.331155970325797,0.331155970325797,0.331155970325797,0,0,0,0,3.335231789354381231372691056,7.823569,14.771475967222812286276528314,73588290
1.90,0,0.3300399462930870813038038210,0.330039946293087,0.330039946293087,0.330039946293087,0.330039946293087,0,0,0,0,3.340636723721845846142882491,7.870403,14.76448721606831618085677219,73977650
1.91,0,0.3289285761894017180658676913,0.328928576189402,0.328928576189402,0.328928576189402,0.328928576189402,0,0,0,0,3.3459822693465190285173762056,7.917119,14.757811012866465766701780547,74367000
1.92,0,0.3278219588504233592745291259,0.327821958850423,0.327821958850423,0.327821958850423,0.327821958850423,0,0,0,0,3.3512689386688836432875676407,7.963715,14.751439524296658162891213737,74756360
1.93,0,0.3267199497007749605063594255,0.326719949700775,0.326719949700775,0.326719949700775,0.326719949700775,0,0,0,0,3.3564975032148982580577590756,8.010196,14.745369757856688850936513728,75145710
1.94,0,0.3256225678745309340880606551,0.325622567874531,0.325622567874531,0.325622567874531,0.325622567874531,0,0,0,0,3.36166832971413287282795051,8.056562,14.739595928373100153966181445,75535070
1.95,0,0.3245298674130648540637857229,0.324529867413065,0.324529867413065,0.324529867413065,0.324529867413065,0,0,0,0,3.3667821750304560552024442258,8.102818,14.734115352047518216809367491,75924430
1.96,0,0.3234416424129192384612595807,0.323441642412919,0.323441642412919,0.323441642412919,0.323441642412919,0,0,0,0,3.3718396556662206699726356603,8.148964,14.728921999341912582588246508,76313780
1.97,0,0.3223580924358205706498355630,0.322358092435821,0.322358092435821,0.322358092435821,0.322358092435821,0,0,0,0,3.3768411209739952847428270947,8.195,14.724010470986899288016722045,76703140
1.98,0,0.3212790618128315880499123846,0.321279061812832,0.321279061812832,0.321279061812832,0.321279061812832,0,0,0,0,3.3817871759528898995130185301,8.240931,14.719378761307718850382813041,77092500
1.99,0,0.3202044834234915287412331207,0.320204483423492,0.320204483423492,0.320204483423492,0.320204483423492,0,0,0,0,3.3866785467239873523047213653,8.286757,14.715020973734532179747875855,77481860
2.00,0,0.3191344017407668847469953389,0.319134401740767,0.319134401740767,0.319134401740767,0.319134401740767,0,0,0,0,3.3915154374762333994706105194,8.332479,14.710933068450764025458611485,77871210
2.01,0,0.3181645348339762236809656533,0.318164534833976,0.318164534833976,0.318164534833976,0.318164534833976,0,0,0,0,3.3962985617944165818451042345,8.378102,14.707113188054771198948745052,78260570
2.02,0,0.3171960210262877892436038638,0.317196021026288,0.317196021026288,0.317196021026288,0.317196021026288,0,0,0,0,3.40102824294958119661529567,8.423624,14.70355498507735087034802556,78649920
2.03,0,0.3162320954346035713869583104,0.316232095434604,0.316232095434604,0.316232095434604,0.316232095434604,0,0,0,0,3.4057050540545258113854871045,8.469049,14.700256315963811149328896984,79039270
2.04,0,0.3152726269110352163392214891,0.315272626911035,0.315272626911035,0.315272626911035,0.315272626911035,0,0,0,0,3.4103293095132604261556785396,8.514377,14.697212556275884628019320352,79428630
2.05,0,0.3143176286087564491561859159,0.314317628608756,0.314317628608756,0.314317628608756,0.314317628608756,0,0,0,0,3.4149016963420836085301722532,8.55961,14.694420024342944296114129998,79817980
2.06,0,0.3133670578784563222145120541,0.313367057878456,0.313367057878456,0.313367057878456,0.313367057878456,0,0,0,0,3.4194225183936682233003636892,8.604751,14.69187659991958073208736606,80207340
2.07,0,0.3124210463484447482488698622,0.312421046348445,0.312421046348445,0.312421046348445,0.312421046348445,0,0,0,0,3.4238919529916028380705551239,8.649798,14.689576618643691060001390776,80596700
2.08,0,0.3114793541690810875253948989,0.311479354169081,0.311479354169081,0.311479354169081,0.311479354169081,0,0,0,0,3.4283106705231660204450488388,8.694756,14.687519012372416210838475861,80986060
2.09,0,0.3105421928406165619057340674,0.310542192840617,0.310542192840617,0.310542192840617,0.310542192840617,0,0,0,0,3.4326792090336106352152402727,8.739624,14.68569841849500523198332755,81375410
2.10,0,0.3096093696584944928344883247,0.309609369658494,0.309609369658494,0.309609369658494,0.309609369658494,0,0,0,0,3.4369974884935152499854317079,8.784403,14.684112161787027755561188634,81764770
2.11,0,0.3086808474251846984448679275,0.308680847425185,0.308680847425185,0.308680847425185,0.308680847425185,0,0,0,0,3.4412662844029098647556231426,8.829096,14.682757711974915418119151853,82154120
2.12,0,0.3077568334067770268206851432,0.307756833406777,0.307756833406777,0.307756833406777,0.307756833406777,0,0,0,0,3.4454857553764287499430236983,8.873703,14.681631354297003126024928171,82543480
2.13,0,0.3068371089464751942279185298,0.306837108946475,0.306837108946475,0.306837108946475,0.306837108946475,0,0,0,0,3.4496564210945019323175174123,8.918227,14.680731162623581270825082023,82932840
2.14,0,0.3059217039761103482216081634,0.30592170397611,0.30592170397611,0.30592170397611,0.30592170397611,0,0,0,0,3.4537783146767565470877088477,8.962666,14.680052203330437012262118542,83322200
2.15,0,0.3050105597134614498737770387,0.305010559713462,0.305010559713462,0.305010559713462,0.305010559713462,0,0,0,0,3.457852186979841161857900283,9.007025,14.679593872861168376483847806,83711550
2.16,0,0.3041038133620333230109922034,0.304103813362033,0.304103813362033,0.304103813362033,0.304103813362033,0,0,0,0,3.461878183635665776628091718,9.051302,14.679351180025143487463965887,84100910
2.17,0,0.3032012273789435828572266408,0.303201227378944,0.303201227378944,0.303201227378944,0.303201227378944,0,0,0,0,3.4658564500897089590025854325,9.095499,14.679322310391419952947531105,84490260
2.18,0,0.3023030189353983599527664925,0.302303018935398,0.302303018935398,0.302303018935398,0.302303018935398,0,0,0,0,3.4697876017704235737727768678,9.139618,14.679504757128867529083924225,84879620
2.19,0,0.3014090490930060313063192277,0.301409049093006,0.301409049093006,0.301409049093006,0.301409049093006,0,0,0,0,3.4736716598831481885429683016,9.18366,14.679896250202916324870547918,85268980
2.20,0,0.3005192488375355445104803401,0.300519248837536,0.300519248837536,0.300519248837536,0.300519248837536,0,0,0,0,3.4775091133334628033131597375,9.227623,14.680491463383888113359444439,85658330
2.21,0,0.2996336952906693525563401444,0.299633695290669,0.299633695290669,0.299633695290669,0.299633695290669,0,0,0,0,3.4813002123313159856876534521,9.271512,14.68129102485246207204602254,86047690
2.22,0,0.2987523806295043730342060492,0.298752380629504,0.298752380629504,0.298752380629504,0.298752380629504,0,0,0,0,3.4850452046340520328535426071,9.315326,14.68229089391138895066375518,86437040
2.23,0,0.2978752119422558457978181235,0.297875211942256,0.297875211942256,0.297875211942256,0.297875211942256,0,0,0,0,3.4887444502271652152280363219,9.359066,14.683488486717522101337812405,86826400
2.24,0,0.2970022512964325138893157768,0.297002251296433,0.297002251296433,0.297002251296433,0.297002251296433,0,0,0,0,3.4923981902678398299982277565,9.402734,14.6848822516380256677098892,87215750
2.25,0,0.2961334257468694094964486656,0.296133425746869,0.296133425746869,0.296133425746869,0.296133425746869,0,0,0,0,3.496006549952978715185628311,9.446329,14.686468481373071175882465738,87605110
2.26,0,0.2952687072528545424966103597,0.295268707252855,0.295268707252855,0.295268707252855,0.295268707252855,0,0,0,0,3.499569880260651897560122027,9.489854,14.688246352910935998212418261,87994460
2.27,0,0.2944081028359751671173354939,0.294408102835975,0.294408102835975,0.294408102835975,0.294408102835975,0,0,0,0,3.5030885274698865123303134613,9.533308,14.690211924503724654041128731,88383820
2.28,0,0.2935517031506806012133317864,0.293551703150681,0.293551703150681,0.293551703150681,0.293551703150681,0,0,0,0,3.5065626095290211271005048958,9.576694,14.692364827592927468365588556,88773180
2.29,0,0.2926992975909703845679721679,0.29269929759097,0.29269929759097,0.29269929759097,0.29269929759097,0,0,0,0,3.5099923555139657418706963304,9.620008,14.694698981893316963363452594,89162540
2.30,0,0.2918509866975326084403181663,0.291850986697533,0.291850986697533,0.291850986697533,0.291850986697533,0,0,0,0,3.5133782134736203566408877652,9.663259,14.697218435143288129620269081,89551890
2.31,0,0.2910067685980094601075581329,0.291006768598009,0.291006768598009,0.291006768598009,0.291006768598009,0,0,0,0,3.5167201840537435390153814799,9.706439,14.69991431884869661684476,89941240
2.32,0,0.2901666214212617800136639850,0.290166621421262,0.290166621421262,0.290166621421262,0.290166621421262,0,0,0,0,3.520018598709138153785572916,9.749556,14.702790152530921595756830545,90330600
2.33,0,0.2893304367613917619171320511,0.289330436761392,0.289330436761392,0.289330436761392,0.289330436761392,0,0,0,0,3.5232736752642827685557643503,9.792606,14.705840034051495443190942441,90719950
2.34,0,0.2884982415255192374128761236,0.288498241525519,0.288498241525519,0.288498241525519,0.288498241525519,0,0,0,0,3.5264855207533659509302580656,9.835591,14.709063071735618260204995161,91109310
2.35,0,0.2876700972077147425646527782,0.287670097207715,0.287670097207715,0.287670097207715,0.287670097207715,0,0,0,0,3.5296543499594905657004495002,9.878511,14.712456652105467151907742754,91498660
2.36,0,0.2868460106834486865829664157,0.286846010683449,0.286846010683449,0.286846010683449,0.286846010683449,0,0,0,0,3.5327805898803151804706409352,9.921371,14.71602195542731790122105986,91888020
2.37,0,0.2860257722266753661504753946,0.286025772226675,0.286025772226675,0.286025772226675,0.286025772226675,0,0,0,0,3.5358643404672640656580414899,9.964166,14.719752569269610418610025092,92277380
2.38,0,0.2852094909332472556209089689,0.285209490933247,0.285209490933247,0.285209490933247,0.285209490933247,0,0,0,0,3.5389054892572486804282329252,10.0069,14.723649672976108785209878907,92666740
2.39,0,0.2843972358674497265072386272,0.28439723586745,0.28439723586745,0.28439723586745,0.28439723586745,0,0,0,0,3.5419048785833332951984243591,10.04957,14.727707533604988899855108368,93056100
2.40,0,0.2835888160620906555421975063,0.283588816062091,0.283588816062091,0.283588816062091,0.283588816062091,0,0,0,0,3.5448620745009264775729180749,10.09218,14.731927835918320789533053283,93445460
2.41,0,0.2827843316089487131599693459,0.282784331608949,0.282784331608949,0.282784331608949,0.282784331608949,0,0,0,0,3.5477774900180710923431095092,10.13474,14.736316079227375269650731413,93834810
2.42,0,0.2819837692926256735013360664,0.281983769292626,0.281983769292626,0.281983769292626,0.281983769292626,0,0,0,0,3.5506514273993957071133009435,10.17723,14.740853503047677836565981595,94224170
2.43,0,0.2811870202259911859074015246,0.281187020225991,0.281187020225991,0.281187020225991,0.281187020225991,0,0,0,0,3.5534838742858803218834923796,10.21966,14.745546215916184528382812494,94613520
2.44,0,0.2803941811650257606069211719,0.280394181165026,0.280394181165026,0.280394181165026,0.280394181165026,0,0,0,0,3.5562751288534035042579860937,10.26204,14.750400003861803268733290381,95002880
2.45,0,0.2796052531325424727911616510,0.279605253132543,0.279605253132543,0.279605253132543,0.279605253132543,0,0,0,0,3.5590252802570681190281775284,10.30435,14.755396396340880600048321478,95392230
2.46,0,0.2788200128564484538110610914,0.278820012856448,0.278820012856448,0.278820012856448,0.278820012856448,0,0,0,0,3.5617345192473327337983689637,10.34661,14.760549574997025267405604378,95781590
2.47,0,0.2780386912716765079720897655,0.278038691271677,0.278038691271677,0.278038691271677,0.278038691271677,0,0,0,0,3.5644031353733973485685603978,10.38882,14.765857276424375811927776512,96170940
2.48,0,0.2772611450793330275023644782,0.277261145079333,0.277261145079333,0.277261145079333,0.277261145079333,0,0,0,0,3.5670310114361919633387518333,10.43097,14.771309528923153367010312563,96560300
2.49,0,0.2764873840990672444985133364,0.276487384099067,0.276487384099067,0.276487384099067,0.276487384099067,0,0,0,0,3.5696186345958551457132455481,10.47306,14.776903846862616528893499093,96949660
2.50,0,0.2757173980936803550596889385,0.27571739809368,0.27571739809368,0.27571739809368,0.27571739809368,0,0,0,0,3.5721658864033040309006461035,10.5151,14.782646768668885724518699232,97339010
2.51,0,0.2749512037258695774409216566,0.27495120372587,0.27495120372587,0.27495120372587,0.27495120372587,0,0,0,0,3.5746730483185886456708375384,10.55708,14.78852787726176931146528737,97728370
2.52,0,0.2741886617194413693250645050,0.274188661719441,0.274188661719441,0.274188661719441,0.274188661719441,0,0,0,0,3.5787426500264732604410289725,10.61593,14.806691314827520575739485478,98117720
2.53,0,0.2734298887127839708386346754,0.273429888712784,0.273429888712784,0.273429888712784,0.273429888712784,0,0,0,0,3.5825754128143264428155226871,10.65908,14.812320178911965419646038441,98507080
2.54,0,0.2726748753491530921699249472,0.272674875349153,0.272674875349153,0.272674875349153,0.272674875349153,0,0,0,0,3.5864026426222210575857141225,10.7022,14.818101339200117219157126702,98896430
2.55,0,0.2719235182434306594264425639,0.271923518243431,0.271923518243431,0.271923518243431,0.271923518243431,0,0,0,0,3.5902244597323256723559055574,10.74528,14.824025488054637117732246003,99285790
2.56,0,0.2711758079603611083798188139,0.271175807960361,0.271175807960361,0.271175807960361,0.271175807960361,0,0,0,0,3.5940408641446302871260969921,10.78834,14.830108414373413264162140889,99675140
2.57,0,0.2704318410927261851019579638,0.270431841092726,0.270431841092726,0.270431841092726,0.270431841092726,0,0,0,0,3.5978518558591434695005907078,10.83136,14.836332628693989208823798436,100064500
